Age,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,YearsAtCompany,EmployeeCount,Over18,StandardHours,EmployeeNumber,StockOptionLevel,Attrition
30,Travel_Rarely,Sales,7,1,4,Male,1,Sales Representative,2,Single,2983,0,No,3,1,Y,80,585,0,No
35,Travel_Rarely,Research & Development,16,3,4,Male,3,Healthcare Representative,3,Married,7632,4,Yes,8,1,Y,80,586,0,No
31,Travel_Frequently,Research & Development,20,3,1,Male,3,Healthcare Representative,3,Married,9824,3,No,1,1,Y,80,587,0,Yes
34,Travel_Frequently,Human Resources,23,3,2,Female,3,Human Resources,1,Divorced,9950,9,Yes,3,1,Y,80,590,3,Yes
42,Travel_Frequently,Research & Development,5,2,2,Male,1,Laboratory Technician,3,Married,2093,4,No,2,1,Y,80,591,1,No
36,Non-Travel,Sales,10,4,2,Male,3,Sales Executive,4,Single,9980,1,No,10,1,Y,80,592,0,No
22,Travel_Frequently,Research & Development,4,1,3,Male,1,Laboratory Technician,3,Single,3894,5,No,2,1,Y,80,593,0,Yes
48,Travel_Rarely,Sales,2,5,2,Female,2,Sales Executive,4,Married,4051,2,No,9,1,Y,80,595,1,No
55,Travel_Rarely,Sales,18,5,1,Female,4,Manager,2,Single,16835,3,No,10,1,Y,80,597,0,No
41,Non-Travel,Sales,10,2,4,Male,2,Sales Executive,4,Single,6230,7,No,14,1,Y,80,599,0,No
35,Travel_Rarely,Sales,1,3,2,Male,2,Sales Executive,3,Married,4717,9,No,11,1,Y,80,600,0,No
40,Travel_Rarely,Research & Development,6,3,2,Female,4,Manufacturing Director,3,Single,13237,7,No,20,1,Y,80,601,0,No
39,Travel_Frequently,Research & Development,8,1,3,Female,1,Laboratory Technician,3,Married,3755,1,No,8,1,Y,80,602,1,No
31,Travel_Rarely,Sales,2,1,2,Male,2,Sales Executive,4,Single,6582,4,Yes,6,1,Y,80,604,0,No
42,Travel_Rarely,Research & Development,24,3,4,Male,3,Manufacturing Director,1,Married,7406,1,Yes,10,1,Y,80,605,1,No
45,Travel_Rarely,Sales,2,3,4,Male,2,Sales Executive,2,Married,4805,0,No,8,1,Y,80,606,1,No
26,Travel_Frequently,Human Resources,17,4,2,Female,1,Human Resources,3,Divorced,2741,0,Yes,7,1,Y,80,608,1,Yes
29,Travel_Rarely,Research & Development,19,3,4,Male,2,Manufacturing Director,4,Divorced,4262,4,No,3,1,Y,80,611,2,No
33,Travel_Rarely,Research & Development,1,5,1,Female,4,Research Director,3,Divorced,16184,4,No,6,1,Y,80,612,1,No
31,Travel_Rarely,Sales,7,3,3,Male,3,Manager,4,Divorced,11557,9,No,5,1,Y,80,613,1,No
18,Travel_Frequently,Sales,5,3,2,Male,1,Sales Representative,2,Single,1878,1,Yes,0,1,Y,80,614,0,Yes
40,Non-Travel,Sales,28,3,3,Male,3,Sales Executive,1,Divorced,10932,3,No,1,1,Y,80,615,1,No
41,Non-Travel,Research & Development,2,4,1,Female,2,Healthcare Representative,3,Single,6811,2,Yes,8,1,Y,80,616,0,No
26,Travel_Rarely,Sales,29,2,1,Male,2,Sales Executive,3,Divorced,4306,5,No,0,1,Y,80,618,2,No
35,Travel_Rarely,Sales,1,3,1,Female,2,Sales Executive,3,Single,4859,1,No,5,1,Y,80,620,0,No
34,Travel_Rarely,Sales,21,4,4,Male,2,Sales Executive,4,Single,5337,1,No,10,1,Y,80,621,0,No
26,Travel_Rarely,Research & Development,24,3,3,Male,1,Laboratory Technician,4,Single,2340,1,Yes,1,1,Y,80,622,0,Yes
37,Travel_Rarely,Research & Development,1,3,2,Female,3,Manufacturing Director,4,Single,7491,4,No,6,1,Y,80,623,0,No
46,Travel_Frequently,Research & Development,18,1,1,Female,3,Healthcare Representative,3,Married,10527,5,No,2,1,Y,80,624,0,No
41,Travel_Rarely,Sales,2,5,2,Female,4,Manager,1,Married,16595,7,No,18,1,Y,80,625,1,No
37,Non-Travel,Sales,9,4,1,Male,3,Sales Executive,2,Divorced,8834,1,No,9,1,Y,80,626,1,No
52,Travel_Rarely,Research & Development,6,2,4,Male,2,Research Scientist,1,Divorced,5577,3,Yes,10,1,Y,80,630,2,No
32,Non-Travel,Sales,11,4,4,Male,2,Sales Executive,3,Married,4707,8,No,4,1,Y,80,631,0,Yes
24,Travel_Frequently,Sales,24,3,4,Male,1,Sales Representative,4,Married,2400,0,No,2,1,Y,80,632,2,No
38,Travel_Rarely,Research & Development,10,3,3,Female,2,Healthcare Representative,3,Married,9824,3,No,1,1,Y,80,634,1,No
37,Travel_Rarely,Research & Development,1,4,2,Female,2,Manufacturing Director,2,Married,6447,6,No,6,1,Y,80,635,1,No
49,Travel_Rarely,Research & Development,18,4,4,Male,5,Research Director,3,Divorced,19502,1,Yes,31,1,Y,80,638,1,No
24,Travel_Rarely,Research & Development,23,3,2,Male,1,Research Scientist,4,Married,2725,1,Yes,6,1,Y,80,639,2,No
26,Travel_Rarely,Sales,28,2,1,Male,2,Sales Executive,2,Married,6272,1,No,5,1,Y,80,641,2,No
24,Travel_Rarely,Research & Development,17,2,4,Male,1,Laboratory Technician,2,Married,2127,1,No,1,1,Y,80,643,1,No
50,Travel_Frequently,Human Resources,3,3,1,Male,5,Manager,2,Married,18200,1,No,32,1,Y,80,644,1,No
25,Travel_Rarely,Sales,13,1,2,Male,1,Sales Representative,3,Married,2096,1,No,7,1,Y,80,645,0,No
24,Travel_Frequently,Research & Development,7,3,1,Female,1,Laboratory Technician,3,Married,2886,1,Yes,6,1,Y,80,647,1,Yes
30,Travel_Frequently,Sales,12,4,2,Male,1,Sales Representative,1,Married,2033,1,No,1,1,Y,80,648,1,Yes
34,Travel_Rarely,Research & Development,1,2,2,Male,1,Research Scientist,4,Married,3622,1,Yes,6,1,Y,80,649,1,No
31,Travel_Rarely,Sales,13,4,2,Male,2,Sales Executive,1,Divorced,4233,2,No,3,1,Y,80,650,0,Yes
35,Travel_Rarely,Research & Development,25,2,1,Male,2,Laboratory Technician,4,Single,3681,4,No,3,1,Y,80,652,0,No
31,Travel_Rarely,Sales,6,4,1,Male,2,Sales Executive,4,Divorced,5460,4,No,7,1,Y,80,653,2,No
27,Travel_Rarely,Research & Development,6,4,1,Female,1,Research Scientist,3,Divorced,2187,0,No,5,1,Y,80,655,2,No
37,Travel_Rarely,Sales,2,3,4,Male,2,Sales Executive,3,Married,9602,4,Yes,3,1,Y,80,656,1,No
20,Travel_Rarely,Research & Development,1,3,4,Female,1,Research Scientist,2,Single,2836,1,No,1,1,Y,80,657,0,No
42,Travel_Rarely,Research & Development,2,4,3,Female,2,Healthcare Representative,4,Married,4089,1,No,10,1,Y,80,659,2,No
43,Travel_Rarely,Research & Development,6,4,2,Male,4,Research Director,4,Divorced,16627,4,Yes,1,1,Y,80,661,1,No
38,Travel_Rarely,Research & Development,1,1,3,Female,1,Research Scientist,1,Single,2619,3,No,0,1,Y,80,662,0,No
43,Travel_Frequently,Research & Development,9,5,4,Male,2,Laboratory Technician,3,Divorced,5679,3,Yes,8,1,Y,80,663,1,No
48,Travel_Rarely,Research & Development,1,4,4,Female,4,Manager,1,Married,15402,7,No,3,1,Y,80,664,1,No
44,Travel_Rarely,Human Resources,1,4,1,Female,2,Human Resources,3,Single,5985,4,No,2,1,Y,80,665,0,No
34,Travel_Rarely,Sales,14,3,3,Female,1,Sales Representative,3,Divorced,2579,1,Yes,8,1,Y,80,666,2,No
27,Travel_Rarely,Sales,2,1,3,Male,1,Sales Representative,1,Divorced,3041,0,No,4,1,Y,80,667,1,Yes
21,Travel_Rarely,Sales,22,1,3,Male,1,Sales Representative,3,Single,3447,1,No,3,1,Y,80,669,0,No
44,Travel_Rarely,Research & Development,3,4,4,Male,5,Manager,4,Married,19513,4,Yes,2,1,Y,80,671,1,No
22,Travel_Rarely,Research & Development,6,1,1,Male,1,Research Scientist,3,Married,2773,0,No,2,1,Y,80,675,0,No
33,Travel_Rarely,Sales,8,4,3,Male,2,Sales Executive,3,Divorced,7104,0,No,5,1,Y,80,677,0,No
32,Travel_Rarely,Research & Development,9,4,1,Female,2,Research Scientist,4,Married,6322,1,Yes,6,1,Y,80,679,1,No
30,Travel_Frequently,Research & Development,3,3,3,Female,1,Research Scientist,3,Divorced,2083,1,No,1,1,Y,80,680,1,No
53,Travel_Rarely,Sales,1,1,4,Female,2,Sales Executive,1,Single,8381,7,No,14,1,Y,80,682,0,No
34,Travel_Rarely,Research & Development,1,5,2,Male,1,Research Scientist,4,Married,2691,1,No,10,1,Y,80,683,1,No
45,Travel_Frequently,Sales,26,4,1,Female,2,Sales Executive,1,Married,4286,2,No,1,1,Y,80,684,2,Yes
26,Travel_Rarely,Research & Development,6,3,3,Female,1,Laboratory Technician,4,Married,2659,1,Yes,3,1,Y,80,686,1,No
37,Travel_Rarely,Research & Development,3,3,3,Male,3,Manufacturing Director,3,Married,9434,1,No,10,1,Y,80,689,1,No
29,Travel_Rarely,Sales,3,2,2,Female,2,Sales Executive,3,Married,5561,1,No,6,1,Y,80,690,1,No
35,Travel_Rarely,Research & Development,6,4,2,Male,2,Research Scientist,4,Single,6646,1,No,17,1,Y,80,691,0,No
33,Travel_Frequently,Research & Development,6,3,3,Male,2,Healthcare Representative,4,Divorced,7725,3,No,13,1,Y,80,692,1,No
54,Travel_Rarely,Human Resources,19,4,3,Male,3,Human Resources,2,Married,10725,2,No,9,1,Y,80,698,1,No
36,Travel_Rarely,Research & Development,9,2,2,Male,2,Manufacturing Director,2,Divorced,8847,2,Yes,3,1,Y,80,699,1,No
27,Travel_Rarely,Research & Development,3,4,1,Male,1,Research Scientist,4,Single,2045,0,No,4,1,Y,80,700,0,No
20,Travel_Rarely,Research & Development,10,1,4,Male,1,Research Scientist,3,Single,1009,1,Yes,1,1,Y,80,701,0,Yes
33,Travel_Frequently,Research & Development,3,3,1,Male,1,Research Scientist,1,Single,3348,1,Yes,10,1,Y,80,702,0,Yes
35,Non-Travel,Research & Development,3,3,3,Male,1,Laboratory Technician,3,Married,1281,1,No,1,1,Y,80,704,2,No
23,Travel_Rarely,Research & Development,4,3,1,Male,1,Research Scientist,1,Married,2819,2,No,3,1,Y,80,705,1,No
25,Travel_Rarely,Sales,8,3,4,Male,2,Sales Executive,2,Married,4851,0,No,3,1,Y,80,707,1,No
38,Travel_Rarely,Sales,7,4,4,Female,2,Sales Executive,4,Single,4028,0,No,7,1,Y,80,709,0,No
29,Travel_Frequently,Research & Development,1,4,2,Male,1,Research Scientist,4,Divorced,2720,1,No,10,1,Y,80,710,1,No
48,Travel_Rarely,Sales,2,1,2,Male,2,Sales Executive,2,Married,8120,3,No,2,1,Y,80,712,0,No
27,Travel_Frequently,Sales,3,1,4,Female,2,Sales Executive,4,Divorced,4647,1,Yes,6,1,Y,80,714,2,No
37,Travel_Rarely,Research & Development,10,2,4,Male,1,Research Scientist,4,Single,4680,3,No,1,1,Y,80,715,0,No
50,Travel_Rarely,Research & Development,28,1,4,Male,1,Laboratory Technician,3,Married,3221,1,Yes,20,1,Y,80,716,3,No
34,Travel_Rarely,Research & Development,9,3,4,Female,3,Healthcare Representative,2,Single,8621,1,No,8,1,Y,80,717,0,No
24,Travel_Rarely,Sales,3,2,1,Female,2,Sales Executive,3,Single,4577,9,No,2,1,Y,80,720,0,Yes
39,Travel_Rarely,Research & Development,2,4,4,Female,2,Healthcare Representative,3,Single,4553,1,No,20,1,Y,80,721,0,No
32,Travel_Rarely,Sales,10,3,4,Male,2,Sales Executive,4,Single,5396,1,No,10,1,Y,80,722,0,No
50,Travel_Frequently,Sales,8,2,2,Male,2,Sales Executive,3,Married,6796,3,Yes,4,1,Y,80,723,1,Yes
38,Travel_Rarely,Research & Development,1,4,2,Female,2,Healthcare Representative,4,Single,7625,0,No,9,1,Y,80,724,0,No
27,Travel_Rarely,Research & Development,1,2,3,Female,3,Manufacturing Director,1,Married,7412,1,No,9,1,Y,80,725,0,No
32,Travel_Rarely,Research & Development,3,2,3,Female,3,Research Director,4,Single,11159,3,No,7,1,Y,80,727,0,No
47,Travel_Rarely,Sales,14,4,4,Male,2,Sales Executive,1,Single,4960,2,No,7,1,Y,80,728,0,No
40,Travel_Frequently,Sales,5,4,4,Male,3,Sales Executive,1,Married,10475,5,Yes,18,1,Y,80,729,1,No
53,Travel_Rarely,Research & Development,7,3,3,Male,4,Research Director,3,Married,14814,3,No,5,1,Y,80,730,0,No
41,Travel_Rarely,Human Resources,10,4,2,Male,5,Manager,4,Divorced,19141,3,No,21,1,Y,80,731,3,No
60,Travel_Rarely,Sales,16,4,1,Male,2,Sales Executive,1,Single,5405,8,No,2,1,Y,80,732,0,No
27,Travel_Frequently,Research & Development,10,2,4,Male,3,Manufacturing Director,1,Divorced,8793,1,No,9,1,Y,80,733,2,No
41,Travel_Rarely,Human Resources,1,3,4,Male,5,Manager,3,Married,19189,1,No,22,1,Y,80,734,1,No
50,Travel_Rarely,Sales,8,4,4,Male,1,Sales Representative,2,Married,3875,7,No,2,1,Y,80,738,1,No
28,Travel_Rarely,Research & Development,1,2,1,Female,1,Research Scientist,2,Single,2216,7,Yes,7,1,Y,80,741,0,Yes
36,Non-Travel,Research & Development,8,3,1,Female,3,Research Director,1,Married,11713,9,No,8,1,Y,80,742,1,No
38,Travel_Rarely,Research & Development,1,3,3,Female,3,Manufacturing Director,3,Single,7861,4,Yes,1,1,Y,80,743,0,No
44,Non-Travel,Research & Development,24,3,1,Male,1,Laboratory Technician,3,Single,3708,2,No,5,1,Y,80,744,0,No
47,Travel_Frequently,Sales,3,3,4,Female,4,Sales Executive,3,Divorced,13770,9,Yes,22,1,Y,80,746,2,No
30,Travel_Rarely,Sales,27,5,3,Male,2,Sales Executive,4,Divorced,5304,7,No,8,1,Y,80,747,1,No
29,Travel_Rarely,Sales,10,3,3,Male,1,Sales Representative,3,Single,2642,1,No,1,1,Y,80,749,0,No
42,Travel_Frequently,Research & Development,19,3,3,Male,1,Research Scientist,3,Divorced,2759,6,Yes,2,1,Y,80,752,0,Yes
43,Travel_Frequently,Sales,15,3,4,Male,2,Sales Executive,4,Married,6804,3,No,2,1,Y,80,754,1,No
34,Travel_Rarely,Research & Development,8,2,2,Female,2,Healthcare Representative,3,Single,6142,3,No,5,1,Y,80,757,0,No
23,Travel_Rarely,Research & Development,9,1,2,Male,1,Laboratory Technician,1,Married,2500,1,No,4,1,Y,80,758,1,No
39,Travel_Rarely,Human Resources,3,3,3,Female,2,Human Resources,2,Married,6389,9,No,8,1,Y,80,760,1,No
56,Travel_Rarely,Research & Development,9,3,3,Male,4,Healthcare Representative,4,Married,11103,7,No,10,1,Y,80,762,0,No
40,Travel_Rarely,Research & Development,2,1,4,Female,1,Research Scientist,4,Single,2342,0,Yes,4,1,Y,80,763,0,No
27,Travel_Rarely,Research & Development,7,3,4,Female,2,Healthcare Representative,1,Single,6811,8,No,7,1,Y,80,764,0,No
29,Travel_Rarely,Sales,10,3,4,Male,1,Sales Representative,2,Divorced,2297,1,No,2,1,Y,80,766,2,No
53,Travel_Rarely,Research & Development,6,3,4,Male,2,Laboratory Technician,4,Single,2450,2,No,2,1,Y,80,769,0,No
35,Non-Travel,Research & Development,2,4,4,Female,2,Healthcare Representative,1,Divorced,5093,2,No,1,1,Y,80,771,1,No
32,Travel_Frequently,Research & Development,24,4,1,Male,2,Laboratory Technician,4,Married,5309,1,No,10,1,Y,80,772,2,No
38,Travel_Rarely,Research & Development,2,5,4,Male,1,Research Scientist,3,Married,3057,6,Yes,1,1,Y,80,773,1,No
34,Travel_Rarely,Research & Development,8,5,2,Female,2,Manufacturing Director,1,Divorced,5121,3,No,0,1,Y,80,775,1,No
52,Travel_Rarely,Sales,3,4,3,Male,4,Manager,1,Married,16856,1,No,34,1,Y,80,776,0,No
33,Travel_Rarely,Research & Development,1,4,4,Male,1,Research Scientist,4,Single,2686,1,Yes,10,1,Y,80,780,0,Yes
25,Travel_Rarely,Sales,26,1,3,Female,2,Sales Executive,4,Single,6180,1,No,6,1,Y,80,781,0,No
45,Travel_Rarely,Sales,2,2,2,Male,2,Sales Representative,3,Single,6632,0,No,8,1,Y,80,783,0,No
23,Travel_Rarely,Research & Development,10,1,1,Male,1,Research Scientist,3,Single,3505,1,No,2,1,Y,80,784,0,No
47,Travel_Frequently,Sales,27,2,2,Female,2,Sales Executive,3,Single,6397,4,Yes,5,1,Y,80,785,0,Yes
34,Travel_Rarely,Sales,2,3,4,Male,2,Sales Executive,4,Single,6274,1,No,6,1,Y,80,786,0,No
55,Travel_Rarely,Research & Development,2,3,4,Male,5,Manager,1,Married,19859,5,Yes,5,1,Y,80,787,1,Yes
36,Non-Travel,Sales,8,4,1,Male,3,Sales Executive,1,Single,7587,1,No,10,1,Y,80,789,0,No
52,Non-Travel,Research & Development,19,4,4,Male,1,Research Scientist,4,Married,4258,0,No,4,1,Y,80,791,1,No
26,Travel_Frequently,Research & Development,1,2,1,Female,1,Laboratory Technician,4,Divorced,4364,3,No,2,1,Y,80,792,1,No
29,Travel_Rarely,Research & Development,27,3,2,Female,2,Healthcare Representative,3,Married,4335,4,No,8,1,Y,80,793,1,No
26,Travel_Rarely,Sales,8,3,4,Male,2,Sales Executive,1,Single,5326,6,No,4,1,Y,80,796,0,Yes
34,Travel_Rarely,Research & Development,1,4,2,Female,1,Research Scientist,4,Single,3280,2,No,4,1,Y,80,797,0,No
54,Travel_Rarely,Research & Development,19,4,4,Female,2,Manufacturing Director,1,Divorced,5485,9,Yes,5,1,Y,80,799,2,No
27,Travel_Frequently,Sales,8,1,3,Male,2,Sales Executive,4,Married,4342,0,No,4,1,Y,80,800,1,No
37,Travel_Rarely,Research & Development,10,1,4,Female,1,Research Scientist,1,Divorced,2782,0,Yes,5,1,Y,80,802,2,No
38,Travel_Frequently,Research & Development,2,4,1,Female,2,Manufacturing Director,1,Single,5980,6,Yes,15,1,Y,80,803,0,No
34,Travel_Rarely,Research & Development,2,4,3,Female,1,Research Scientist,1,Single,4381,1,No,6,1,Y,80,804,0,No
35,Travel_Rarely,Sales,8,4,1,Female,1,Sales Representative,4,Married,2572,1,No,3,1,Y,80,805,1,No
30,Travel_Rarely,Research & Development,1,3,4,Male,1,Laboratory Technician,3,Married,3833,3,No,2,1,Y,80,806,2,No
40,Travel_Frequently,Research & Development,2,2,3,Female,2,Healthcare Representative,2,Married,4244,1,No,8,1,Y,80,807,1,No
34,Travel_Rarely,Sales,8,2,3,Female,2,Sales Executive,1,Married,6500,5,No,3,1,Y,80,808,1,No
42,Travel_Frequently,Research & Development,8,3,2,Male,5,Manager,4,Divorced,18430,1,No,24,1,Y,80,809,1,No
23,Travel_Rarely,Research & Development,6,3,3,Male,1,Laboratory Technician,1,Married,1601,1,Yes,0,1,Y,80,811,2,Yes
24,Non-Travel,Research & Development,9,3,3,Male,1,Laboratory Technician,2,Divorced,2694,1,No,1,1,Y,80,812,3,No
52,Travel_Rarely,Research & Development,11,4,4,Female,2,Laboratory Technician,3,Married,3149,8,No,5,1,Y,80,813,1,No
50,Travel_Rarely,Research & Development,2,3,3,Male,4,Research Director,3,Married,17639,5,No,4,1,Y,80,815,0,No
29,Travel_Rarely,Research & Development,1,2,2,Female,1,Laboratory Technician,1,Married,2319,1,Yes,1,1,Y,80,816,1,Yes
33,Travel_Rarely,Research & Development,7,3,3,Male,3,Research Director,3,Married,11691,0,No,13,1,Y,80,817,0,No
33,Travel_Rarely,Sales,16,3,1,Female,2,Sales Executive,1,Single,5324,5,No,3,1,Y,80,819,0,Yes
47,Travel_Rarely,Research & Development,2,2,3,Female,4,Manager,4,Married,16752,1,Yes,26,1,Y,80,820,1,No
36,Travel_Rarely,Research & Development,1,3,3,Female,2,Manufacturing Director,2,Married,5228,0,No,9,1,Y,80,823,1,No
29,Travel_Rarely,Research & Development,23,2,3,Male,1,Research Scientist,3,Married,2700,1,No,10,1,Y,80,824,1,No
58,Travel_Rarely,Research & Development,2,4,4,Male,5,Research Director,2,Single,19246,7,Yes,31,1,Y,80,825,0,Yes
35,Travel_Rarely,Research & Development,1,4,4,Female,1,Research Scientist,3,Single,2506,3,No,2,1,Y,80,826,0,No
42,Travel_Rarely,Research & Development,1,2,4,Female,2,Manufacturing Director,4,Married,6062,9,Yes,4,1,Y,80,827,1,No
28,Travel_Rarely,Research & Development,2,4,3,Male,1,Research Scientist,3,Single,4382,6,No,2,1,Y,80,828,0,Yes
36,Travel_Rarely,Human Resources,13,3,3,Male,1,Human Resources,2,Married,2143,4,No,5,1,Y,80,829,1,No
32,Travel_Rarely,Research & Development,4,3,3,Female,2,Manufacturing Director,3,Married,6162,1,No,14,1,Y,80,830,1,No
40,Travel_Frequently,Research & Development,16,4,1,Male,2,Laboratory Technician,3,Single,5094,6,No,1,1,Y,80,832,0,No
30,Travel_Rarely,Research & Development,2,3,3,Female,2,Manufacturing Director,4,Single,6877,5,Yes,0,1,Y,80,833,0,No
45,Travel_Rarely,Research & Development,2,3,2,Female,1,Research Scientist,3,Single,2274,1,No,1,1,Y,80,834,0,No
42,Travel_Rarely,Research & Development,29,3,2,Male,2,Manufacturing Director,2,Married,4434,1,No,9,1,Y,80,836,1,No
38,Travel_Frequently,Research & Development,12,3,1,Male,2,Healthcare Representative,1,Divorced,6288,2,No,4,1,Y,80,837,1,No
34,Travel_Frequently,Research & Development,16,4,3,Female,1,Research Scientist,4,Single,2553,1,No,5,1,Y,80,838,0,No
49,Travel_Rarely,Sales,11,3,3,Female,3,Sales Executive,4,Married,7654,1,No,9,1,Y,80,840,2,Yes
55,Travel_Rarely,Sales,2,1,3,Male,2,Sales Executive,4,Single,5160,4,No,9,1,Y,80,842,0,Yes
43,Travel_Rarely,Research & Development,14,2,2,Male,4,Research Director,1,Married,17159,6,No,4,1,Y,80,843,1,No
27,Travel_Rarely,Research & Development,5,1,3,Male,3,Research Director,4,Divorced,12808,1,Yes,9,1,Y,80,844,1,No
35,Travel_Rarely,Research & Development,7,3,3,Male,3,Manufacturing Director,3,Single,10221,3,No,8,1,Y,80,845,0,No
28,Travel_Rarely,Sales,2,4,2,Female,2,Sales Executive,2,Married,4779,1,Yes,8,1,Y,80,846,0,No
34,Travel_Rarely,Human Resources,3,2,3,Male,1,Human Resources,4,Married,3737,0,No,3,1,Y,80,847,1,No
26,Travel_Frequently,Research & Development,5,2,3,Female,1,Research Scientist,3,Married,2366,1,Yes,8,1,Y,80,848,1,Yes
27,Non-Travel,Research & Development,3,3,4,Male,1,Research Scientist,4,Married,1706,1,No,0,1,Y,80,850,3,No
51,Travel_Rarely,Sales,26,4,1,Female,4,Manager,3,Married,16307,2,No,20,1,Y,80,851,1,No
44,Travel_Rarely,Research & Development,4,3,4,Male,2,Healthcare Representative,2,Single,5933,9,No,5,1,Y,80,852,0,No
25,Travel_Rarely,Research & Development,2,1,1,Male,1,Research Scientist,1,Single,3424,7,No,4,1,Y,80,854,0,No
33,Travel_Rarely,Sales,1,3,1,Male,2,Sales Executive,1,Divorced,4037,1,No,9,1,Y,80,855,1,No
35,Travel_Rarely,Research & Development,27,1,3,Female,1,Research Scientist,1,Single,2559,1,No,6,1,Y,80,856,0,No
36,Travel_Rarely,Sales,1,2,2,Male,2,Sales Executive,4,Married,6201,1,Yes,18,1,Y,80,857,1,No
32,Travel_Rarely,Sales,13,4,2,Male,2,Sales Executive,4,Divorced,4403,2,No,5,1,Y,80,859,1,No
30,Travel_Frequently,Research & Development,5,4,2,Male,1,Research Scientist,4,Divorced,3761,9,No,5,1,Y,80,861,1,No
53,Travel_Rarely,Sales,7,2,1,Female,3,Sales Executive,4,Married,10934,7,Yes,5,1,Y,80,862,1,No
45,Travel_Rarely,Sales,9,3,4,Male,3,Sales Executive,1,Divorced,10761,4,Yes,5,1,Y,80,864,1,No
32,Travel_Rarely,Research & Development,8,2,3,Female,2,Research Scientist,3,Married,5175,5,No,5,1,Y,80,865,1,No
52,Travel_Frequently,Research & Development,25,4,3,Female,4,Manufacturing Director,4,Married,13826,3,No,9,1,Y,80,867,0,No
37,Travel_Rarely,Sales,16,4,4,Male,2,Sales Executive,3,Divorced,6334,4,No,1,1,Y,80,868,2,No
28,Travel_Rarely,Human Resources,8,2,2,Male,1,Human Resources,4,Divorced,4936,1,No,5,1,Y,80,869,1,No
22,Travel_Rarely,Research & Development,1,2,4,Male,2,Manufacturing Director,4,Married,4775,6,No,2,1,Y,80,872,2,No
44,Travel_Rarely,Research & Development,8,4,1,Male,1,Laboratory Technician,4,Married,2818,2,Yes,3,1,Y,80,874,1,No
42,Travel_Frequently,Research & Development,2,1,2,Male,1,Research Scientist,4,Single,2515,5,Yes,2,1,Y,80,875,0,No
36,Travel_Rarely,Human Resources,8,3,1,Male,1,Human Resources,1,Married,2342,0,No,5,1,Y,80,878,0,No
25,Travel_Rarely,Sales,3,1,3,Male,2,Sales Executive,1,Married,4194,1,Yes,5,1,Y,80,879,0,No
35,Travel_Rarely,Research & Development,9,3,4,Female,3,Manufacturing Director,3,Married,10685,1,Yes,17,1,Y,80,880,1,No
35,Travel_Frequently,Research & Development,25,4,4,Female,1,Research Scientist,2,Divorced,2022,1,Yes,10,1,Y,80,881,1,Yes
32,Non-Travel,Research & Development,1,3,4,Male,1,Laboratory Technician,4,Divorced,2314,0,No,3,1,Y,80,882,1,No
25,Travel_Rarely,Sales,4,1,3,Male,2,Sales Executive,1,Married,4256,1,No,5,1,Y,80,885,0,No
49,Travel_Rarely,Research & Development,1,3,3,Female,1,Research Scientist,1,Married,3580,2,No,4,1,Y,80,887,1,No
24,Non-Travel,Research & Development,4,1,1,Male,1,Laboratory Technician,4,Married,3162,0,No,5,1,Y,80,888,0,No
32,Travel_Frequently,Sales,5,2,2,Male,2,Sales Executive,2,Married,6524,1,No,10,1,Y,80,889,1,No
38,Travel_Rarely,Sales,9,3,2,Male,1,Sales Representative,2,Married,2899,0,No,2,1,Y,80,893,1,No
42,Travel_Rarely,Research & Development,3,3,3,Female,2,Laboratory Technician,4,Married,5231,2,Yes,5,1,Y,80,894,1,No
31,Travel_Rarely,Research & Development,11,4,4,Male,1,Research Scientist,4,Married,2356,3,Yes,6,1,Y,80,895,1,No
29,Travel_Rarely,Sales,1,3,2,Female,1,Sales Representative,3,Divorced,2800,6,Yes,3,1,Y,80,896,3,Yes
53,Travel_Rarely,Sales,8,3,1,Male,4,Sales Executive,4,Married,11836,5,No,2,1,Y,80,897,1,No
35,Travel_Rarely,Research & Development,25,3,4,Male,3,Manufacturing Director,2,Married,10903,3,No,13,1,Y,80,899,0,No
37,Travel_Frequently,Sales,21,2,3,Female,1,Sales Representative,4,Married,2973,5,No,5,1,Y,80,900,1,No
53,Travel_Rarely,Research & Development,23,4,4,Female,4,Research Director,4,Single,14275,6,No,12,1,Y,80,901,0,No
43,Travel_Frequently,Research & Development,1,3,4,Female,2,Healthcare Representative,4,Married,5562,4,No,5,1,Y,80,902,1,No
47,Travel_Rarely,Sales,2,2,3,Female,2,Sales Executive,4,Married,4537,0,Yes,7,1,Y,80,903,1,No
37,Non-Travel,Sales,19,2,1,Male,3,Sales Executive,2,Single,7642,1,Yes,10,1,Y,80,904,0,No
50,Non-Travel,Research & Development,2,4,1,Male,4,Manager,1,Divorced,17924,1,No,31,1,Y,80,905,1,No
39,Travel_Rarely,Human Resources,2,3,4,Female,2,Human Resources,4,Married,5204,8,No,5,1,Y,80,909,2,No
33,Travel_Rarely,Human Resources,3,2,4,Male,1,Human Resources,2,Divorced,2277,3,Yes,4,1,Y,80,910,1,No
32,Travel_Rarely,Research & Development,25,4,1,Male,1,Laboratory Technician,4,Single,2795,1,Yes,1,1,Y,80,911,0,Yes
